OBJECTID,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,GID,TOTAL_AC,LAND_AC,TCAN_AC,TCAN_PCT,VEG_AC,VEG_PCT,BLD_AC,BLD_PCT,TO_IA_AC,TO_IA_PCT,ROAD_AC,ROAD_PCT,PLOT_AC,PLOT_PCT,SWALK_AC,SWALK_PCT,OT_IA_AC,OT_IA_PCT,WAT_AC,WAT_PCT,SOIL_AC,SOIL_PCT,UTC_AC,UTC_PCT,PPA_V_AC,PPA_V_PCT,TO_PPA_AC,TO_PPA_PCT,PPA_IA_AC,PPA_IA_PCT,UN_V_AC,UN_V_PCT,TO_UN_AC,TO_UN_PCT,UN_IA_AC,UN_IA_PCT,UN_SL_AC,UN_SL_PCT,WTR_AC,WTR_PCT,UTC_AC_06,UTC_PCT_06,UTCAC0620,UTCPCT0620,UTC_AC_11,UTC_PCT_11,UTCAC1120,UTCPCT1120,UTC_AC_15,UTC_PCT_15,UTCAC1520,UTCPCT1520,ENRGY_CON,STRM_WTR,UHI,LAND_OWN,WLDLF_CON,OVERALL,LOW_UTC,POS_UTC,GIS_ID,GLOBALID,FIELD,SHAPEAREA,SHAPELEN
1,11,001,001600,4,110010016004,Block Group 4,G5030,S,1637620,7820,+38.9854988,-077.0407709,546,406.58,404.4,297.71,73.22,48.57,11.95,24.3,5.98,58.11,14.29,20.04,4.93,0.77,0.19,2.09,0.51,10.91,2.68,2.18,0.53720342,0.01,0,297.71,73.62,47.99,11.87,50.91,12.59,2.92,0.72,0.51,0.13,55.78,13.79,55.26,13.66,0.01,0,2.18,0.54,290.11,71.73837784,7.6,1.88162216,310.38,76.75074184,-12.67,-3.13074184,296.48,73.31355094,1.23,0.30644906,3.10443205,1.21654646,29.03668536,9.671e-05,9.694754,5.95886615,26.38,12.59,UTC_BlockGroupPly_2020_546,{6653D916-BE48-4C1E-86E1-A6EB66B17C85},,0,0
2,11,001,001600,1,110010016001,Block Group 1,G5030,S,481594,0,+38.9862807,-077.0327070,268,119,119,52,43.69,24.02,20.19,16.7,14.03,42.98,36.12,14.02,11.78,1.82,1.53,2.75,2.31,7.7,6.47,0,0,0,0,52,43.69,23.88,20.07,28.52,23.97,4.64,3.9,0.08,0.06,38.48,32.34,38.41,32.28,0,0,0,0,46.06,38.70588235,5.94,4.98411765,54.38,45.69747899,-2.38,-2.00747899,47.27,39.72268908,4.73,3.96731092,8.01268985,3.89691757,31.36862065,0.7447814,11.16797733,7.19236532,56.31,23.97,UTC_BlockGroupPly_2020_268,{6F53F367-9094-46A0-8222-CFAC9C31AEFD},,0,0
3,11,001,001500,1,110010015001,Block Group 1,G5030,S,3107986,34695,+38.9723228,-077.0493342,489,776.56,772.84,647.34,83.36,54.45,7.01,24.11,3.1,70.98,9.14,21.79,2.81,3.77,0.49,2.98,0.38,18.33,2.36,3.72,0.47943935,0.07,0.01,647.34,83.76,54.1,7,60.91,7.88,6.81,0.88,0.3,0.04,64.59,8.36,64.22,8.31,0.07,0.01,3.72,0.48,645.89,83.5735728,1.45,0.1864272,648.85,83.95657575,-1.51,-0.19657575,656.68,84.96972206,-9.34,-1.20972206,1.17562312,1.09849476,28.20763948,0.96940681,6.22662365,5.42617031,16.24,7.88,UTC_BlockGroupPly_2020_489,{95778FF7-F977-462E-A37F-BF7D9DDE6B03},,0,0
4,11,001,010300,2,110010103002,Block Group 2,G5030,S,241334,0,+38.9803582,-077.0237804,270,59.63,59.63,18.61,31.21,9.88,16.57,10.57,17.73,31.09,52.13,8.72,14.62,3.32,5.56,1.74,2.92,6.74,11.31,0,0,0.05,0.08,18.61,31.21,9.86,16.54,14.93,25.04,5.07,8.5,0.01,0.01,26.09,43.75,26.03,43.65,0.05,0.08,0,0,16.25,27.25138353,2.36,3.95861647,16.52,27.70417575,2.09,3.50582425,17.07,28.62653027,1.54,2.58346973,11.13909817,8.50159624,31.17645637,0.03884319,4.53047498,7.22497156,68.79,25.04,UTC_BlockGroupPly_2020_270,{FBE0F9D2-3586-4853-A93B-5791886894C4},,0,0
5,11,001,001600,2,110010016002,Block Group 2,G5030,S,193480,0,+38.9800242,-077.0286707,413,47.8,47.8,19.34,40.45,6.45,13.48,8.82,18.46,22.02,46.06,6.91,14.46,1.36,2.84,1.17,2.45,3.75,7.85,0,0,0,0.01,19.34,40.45,6.29,13.16,8.84,18.48,2.55,5.33,0.14,0.29,19.63,41.07,19.49,40.77,0,0.01,0,0,14.74,30.83682008,4.6,9.61317992,17.42,36.44351464,1.92,4.00648536,16.39,34.28870293,2.95,6.16129707,7.03250184,5.32623579,31.13808552,0.21009513,7.27231013,6.9157837,59.55,18.48,UTC_BlockGroupPly_2020_413,{C2ADF62D-0791-4B47-A997-372A333F3FE6},,0,0
6,11,001,001600,3,110010016003,Block Group 3,G5030,S,354896,0,+38.9803947,-077.0334379,269,87.69,87.69,39.75,45.32,17.89,20.4,11.94,13.61,30.06,34.28,10.49,11.96,0.61,0.69,1.58,1.8,5.45,6.21,0,0,0,0,39.75,45.32,17.83,20.33,20.06,22.88,2.24,2.55,0.01,0.01,27.88,31.8,27.88,31.79,0,0,0,0,37.72,43.01516707,2.03,2.30483293,46.19,52.67419318,-6.44,-7.35419318,37.25,42.47918805,2.5,2.84081195,8.72385217,2.55080159,30.98595677,0.19119432,16.18149503,7.27999861,54.68,22.88,UTC_BlockGroupPly_2020_269,{D70E2BF8-9F86-4163-81A7-E1AD0E9A4790},,0,0
7,11,001,001500,4,110010015004,Block Group 4,G5030,S,654710,5000,+38.9748800,-077.0598161,426,163.01,163,111.31,68.28,19.73,12.1,14.29,8.77,31.96,19.61,10.95,6.71,0.04,0.03,0.56,0.34,6.12,3.76,0.01,0.00682131,0,0,111.31,68.29,19.48,11.95,20.09,12.33,0.62,0.38,0.23,0.14,31.6,19.38,31.36,19.24,0,0,0.01,0.01,114.78,70.41717791,-3.47,-2.12717791,103.12,63.26380368,8.19,5.02619632,119.3,73.19018405,-7.99,-4.90018405,1.73409338,0.44018747,28.93262444,0.00091078,12.29896774,6.05317714,31.71,12.33,UTC_BlockGroupPly_2020_426,{3A54BF87-027A-4761-B5D1-FAE1459E299F},,0,0
8,11,001,001702,2,110010017022,Block Group 2,G5030,S,520063,0,+38.9709787,-077.0130189,273,128.5,128.5,37.81,29.42,14.52,11.3,24.99,19.45,76.17,59.27,14.3,11.13,15.17,11.81,4.69,3.65,17.01,13.24,0,0,0,0,37.81,29.42,14.47,11.26,34.36,26.74,19.89,15.48,0.02,0.01,56.33,43.84,56.31,43.82,0,0,0,0,33.14,25.78988327,4.67,3.63011673,36.26,28.21789883,1.55,1.20210117,35.45,27.58754864,2.36,1.83245136,5.90518626,15.47687191,31.71766436,0.00434812,10.12634519,7.65079396,70.58,26.74,UTC_BlockGroupPly_2020_273,{07C3805C-7157-4294-A85A-319297E8077E},,0,0
9,11,001,010300,3,110010103003,Block Group 3,G5030,S,257181,0,+38.9761603,-077.0237082,271,63.55,63.55,25.08,39.47,11.95,18.8,10.03,15.79,26.41,41.55,7.67,12.07,1.1,1.73,2.27,3.57,5.34,8.4,0,0,0.12,0.18,25.08,39.47,11.17,17.58,14.56,22.91,3.38,5.33,0.76,1.19,23.91,37.62,23.04,36.25,0.12,0.18,0,0,23.57,37.08890637,1.51,2.38109363,25.54,40.18882769,-0.46,-0.71882769,23.79,37.43509048,1.29,2.03490952,8.39826712,5.32585459,31.25437761,3.4019481,8.87308309,7.20090352,60.53,22.91,UTC_BlockGroupPly_2020_271,{C3436FD7-9DFC-4598-97A7-E7E1E3A47A33},,0,0
10,11,001,010300,1,110010103001,Block Group 1,G5030,S,586076,0,+38.9744229,-077.0301171,217,144.82,144.82,42.34,29.23,23.25,16.05,22.18,15.31,78.95,54.52,16.45,11.36,10.27,7.09,7.26,5.01,22.8,15.74,0,0,0.28,0.19,42.34,29.23,22.39,15.46,39.95,27.59,17.56,12.13,0.77,0.53,62.53,43.18,61.48,42.46,0.28,0.19,0,0,38.58,26.63996686,3.76,2.59003314,41.79,28.85651153,0.55,0.37348847,42.93,29.64369562,-0.59,-0.41369562,1.4600481,12.12560201,31.42253636,15.2706195,4.92739276,7.48573509,70.77,27.59,UTC_BlockGroupPly_2020_217,{B152FE0A-E6BF-4A8D-9616-39D7AFED440F},,0,0
11,11,001,001702,1,110010017021,Block Group 1,G5030,S,419232,0,+38.9726463,-077.0198509,272,103.59,103.59,44.14,42.61,16.56,15.98,15,14.48,42.89,41.4,13.29,12.83,2.56,2.47,3.45,3.33,8.6,8.3,0,0,0,0,44.14,42.61,15.32,14.79,21.33,20.59,6.01,5.8,1.21,1.17,38.12,36.8,36.91,35.63,0,0,0,0,39.7,38.32416256,4.44,4.28583744,45.13,43.56598127,-0.99,-0.95598127,42.35,40.88232455,1.79,1.72767545,4.87590022,5.80249661,31.7679973,1.54857618,11.55868184,7.20402843,57.39,20.59,UTC_BlockGroupPly_2020_272,{14C897B0-D93A-4C1E-99CA-DE3618D65D21},,0,0
12,11,001,001500,5,110010015005,Block Group 5,G5030,S,320286,0,+38.9719579,-077.0669840,427,79.14,79.14,48.91,61.8,10.52,13.29,9.64,12.18,19.72,24.91,5.76,7.28,0,0,0.84,1.06,3.47,4.39,0,0,0,0,48.91,61.8,10.48,13.24,11.34,14.33,0.86,1.08,0.02,0.03,18.9,23.88,18.88,23.85,0,0,0,0,47.89,60.51301491,1.02,1.28698509,37.59,47.49810462,11.32,14.30189538,53.01,66.98256255,-4.1,-5.18256255,2.48008928,1.08409134,30.38532641,0,14.32611715,6.53484195,38.2,14.33,UTC_BlockGroupPly_2020_427,{39CB957D-7A0C-46E7-BD4C-AFB123797D3A},,0,0
13,11,001,001803,1,110010018031,Block Group 1,G5030,S,987027,31909,+38.9672412,-077.0419173,484,251.77,249.78,153.48,60.96,71.23,28.29,7.93,3.15,24.87,9.88,8.77,3.48,1.89,0.75,2.47,0.98,3.8,1.51,1.99,0.79007315,0.19,0.08,153.48,61.45,45.57,18.24,49.71,19.9,4.14,1.66,25.56,10.23,46.59,18.65,20.84,8.34,0.19,0.08,1.99,0.8,155.36,62.19873489,-1.88,-0.74873489,166.79,66.77476179,-13.31,-5.32476179,158.64,63.51189046,-5.16,-2.06189046,1.86954156,1.93721819,30.12687358,0.00129138,10.73591208,6.45193115,38.55,19.9,UTC_BlockGroupPly_2020_484,{9459C535-3854-421A-831F-CF90B23E6178},,0,0
14,11,001,001500,3,110010015003,Block Group 3,G5030,S,284806,200,+38.9718367,-077.0582546,569,70.42,70.42,40.21,57.1,11,15.63,8.33,11.83,19.21,27.28,4.91,6.98,2.25,3.2,1.21,1.72,2.5,3.55,0,0,0,0,40.21,57.1,10.96,15.57,14.46,20.54,3.5,4.97,0.01,0.01,15.75,22.37,15.75,22.36,0,0,0,0,39.44,56.00681625,0.77,1.09318375,35.91,50.99403579,4.3,6.10596421,42.3,60.06816245,-2.09,-2.96816245,3.35920733,4.9677235,29.87313342,0,20.0349706,6.99465666,42.9,20.54,UTC_BlockGroupPly_2020_569,{97DBC5A9-FEC3-4A8D-BB6C-7BC9DCCAC5E4},,0,0
15,11,001,001804,2,110010018042,Block Group 2,G5030,S,228580,0,+38.9671867,-077.0286083,275,56.48,56.48,13.52,23.93,11.15,19.74,10.17,18.01,31.82,56.33,10.11,17.9,4.07,7.2,2.75,4.87,4.72,8.35,0,0,0,0,13.52,23.93,8.6,15.23,15.44,27.34,6.84,12.1,2.52,4.47,27.52,48.73,25,44.26,0,0,0,0,11.62,20.57365439,1.9,3.35634561,13.49,23.88456091,0.03,0.04543909,12.17,21.54745042,1.35,2.38254958,6.82700114,12.10370109,32.56781771,0.57764042,0,7.37619155,76.07,27.34,UTC_BlockGroupPly_2020_275,{76E54B58-1807-4CAB-8BE8-32907F2DCDB6},,0,0
16,11,001,001804,1,110010018041,Block Group 1,G5030,S,194179,0,+38.9695552,-077.0315517,485,47.98,47.98,18.8,39.19,10.72,22.35,7.22,15.06,18.45,38.47,5.31,11.07,0.37,0.77,1.08,2.25,4.47,9.31,0,0,0,0,18.8,39.19,8.24,17.17,9.72,20.26,1.48,3.09,2.45,5.11,19.46,40.56,17.01,35.45,0,0,0,0,16.11,33.5764902,2.69,5.6135098,20.09,41.87161317,-1.29,-2.68161317,16.75,34.91037932,2.05,4.27962068,10.58324118,3.08598467,31.43203717,1.75125106,7.07237607,7.07344133,60.81,20.26,UTC_BlockGroupPly_2020_485,{B7EF8F86-6858-4CCF-8E9A-87BB480BB80D},,0,0
17,11,001,001401,2,110010014012,Block Group 2,G5030,S,430671,0,+38.9670347,-077.0723801,424,106.42,106.42,55.65,52.29,14.99,14.08,15.91,14.95,35.79,33.63,9.54,8.96,1.98,1.86,2.18,2.05,6.18,5.81,0,0,0,0,55.65,52.29,14.64,13.75,18.79,17.65,4.15,3.9,0.31,0.29,31.99,30.06,31.68,29.76,0,0,0,0,51.87,48.74083819,3.78,3.54916181,45.62,42.86788198,10.03,9.42211802,57.08,53.63653449,-1.43,-1.34653449,3.64623035,3.90185945,30.81678055,0.50904494,16.57550661,6.99226758,47.71,17.65,UTC_BlockGroupPly_2020_424,{66350C04-C987-4EC2-BF63-5D91BE7E42B1},,0,0
18,11,001,009505,2,110010095052,Block Group 2,G5030,S,474496,0,+38.9642762,-077.0070510,229,117.25,117.25,31.11,26.53,23.9,20.39,20.58,17.55,62.2,53.05,16.76,14.3,6.96,5.93,3.72,3.18,14.18,12.09,0,0,0.03,0.03,31.11,26.53,22.68,19.34,33.38,28.47,10.71,9.13,1,0.85,52.75,44.99,51.72,44.12,0.03,0.03,0,0,29,24.73347548,2.11,1.79652452,30.48,25.99573561,0.63,0.53426439,30.83,26.29424307,0.28,0.23575693,6.71928325,9.13158782,32.63219167,0.87527369,5.00634352,7.52248491,73.47,28.47,UTC_BlockGroupPly_2020_229,{64834C1C-9609-4C0E-A3F7-3BE4E30C1408},,0,0
19,11,001,001902,2,110010019022,Block Group 2,G5030,S,450307,0,+38.9663853,-077.0158843,304,111.27,111.27,28.14,25.29,24.84,22.32,21.21,19.06,58.29,52.38,12.91,11.6,4.68,4.2,4.03,3.63,15.46,13.89,0,0,0,0,28.14,25.29,19.49,17.52,28.22,25.36,8.73,7.84,5.32,4.79,54.91,49.35,49.58,44.56,0,0,0,0,26.44,23.76202031,1.7,1.52797969,31.4,28.21964591,-3.26,-2.92964591,27.89,25.06515683,0.25,0.22484317,6.09761193,7.8436093,32.7652128,7.99308758,0.13012313,7.37661786,74.71,25.36,UTC_BlockGroupPly_2020_304,{7B143ECA-FD15-4D9A-9A62-6747B0B0B196},,0,0
20,11,001,001901,4,110010019014,Block Group 4,G5030,S,189853,0,+38.9685987,-077.0236379,303,46.91,46.91,13.09,27.9,6.75,14.38,8.57,18.26,27.08,57.73,8.17,17.42,2.42,5.16,1.74,3.7,6.18,13.17,0,0,0,0,13.09,27.9,6.73,14.35,10.91,23.25,4.17,8.9,0,0,22.92,48.86,22.92,48.86,0,0,0,0,11.28,24.04604562,1.81,3.85395438,10.53,22.44723939,2.56,5.45276061,10.65,22.70304839,2.44,5.19695161,7.8134008,8.89863826,32.55380712,0.06488967,0,7.1834134,72.1,23.25,UTC_BlockGroupPly_2020_303,{F66A2D0B-9A49-432F-B894-E5296F6B60CD},,0,0
21,11,001,001500,2,110010015002,Block Group 2,G5030,S,316926,0,+38.9677621,-077.0651035,267,78.31,78.31,42.36,54.09,13.02,16.63,9.67,12.35,22.89,29.23,6.62,8.46,0.19,0.24,1.72,2.2,4.69,5.99,0,0,0.04,0.04,42.36,54.09,11.86,15.15,13.82,17.64,1.95,2.49,1.11,1.42,22.14,28.27,20.99,26.81,0.04,0.04,0,0,41.63,53.1605159,0.73,0.9294841,31.82,40.63338016,10.54,13.45661984,45.86,58.56212489,-3.5,-4.47212489,2.67906481,2.4928266,30.353046,3.792024,17.05195085,6.91595869,45.91,17.64,UTC_BlockGroupPly_2020_267,{D0889D67-2B64-429F-B0CC-FCC7977E5E64},,0,0
22,11,001,001803,3,110010018033,Block Group 3,G5030,S,58860,0,+38.9664508,-077.0348567,382,14.55,14.55,3.75,25.77,2.85,19.59,3.37,23.14,7.95,54.64,2.21,15.19,0,0,0.51,3.52,1.86,12.8,0,0,0,0,3.75,25.77,2.84,19.54,3.36,23.11,0.52,3.57,0,0,7.44,51.12,7.44,51.12,0,0,0,0,3.34,22.95532646,0.41,2.81467354,3.95,27.14776632,-0.2,-1.37776632,3.63,24.94845361,0.12,0.82154639,12.29103777,3.56986606,31.57204859,0,2.07442099,7.11211047,74.23,23.11,UTC_BlockGroupPly_2020_382,{455EF156-8052-429A-93F7-D7741831F26C},,0,0
23,11,001,001100,1,110010011001,Block Group 1,G5030,S,423741,0,+38.9623590,-077.0771629,567,104.71,104.71,54.12,51.69,10.89,10.4,19.28,18.41,39.7,37.91,9.25,8.83,2.83,2.7,2.57,2.45,5.78,5.52,0,0,0,0,54.12,51.69,10.78,10.3,16.2,15.47,5.42,5.17,0.07,0.06,34.39,32.84,34.32,32.77,0,0,0,0,48.93,46.72906122,5.19,4.96093878,53.05,50.66373794,1.07,1.02626206,55.24,52.75522873,-1.12,-1.06522873,3.11247636,5.17385005,30.70053909,0.01393886,14.02155447,6.83548162,48.31,15.47,UTC_BlockGroupPly_2020_567,{B7617A5C-22E4-47EB-BB53-F44964E94482},,0,0
24,11,001,001901,3,110010019013,Block Group 3,G5030,S,173133,0,+38.9661146,-077.0237514,302,42.78,42.78,9.95,23.27,3.65,8.53,9.81,22.93,29.18,68.2,8.03,18.77,0.92,2.16,1.8,4.2,8.62,20.14,0,0,0,0,9.95,23.27,3.63,8.49,6.37,14.88,2.73,6.39,0,0,26.46,61.85,26.46,61.85,0,0,0,0,9.78,22.86115007,0.17,0.40884993,7.84,18.32632071,2.11,4.94367929,8.95,20.92099112,1,2.34900888,3.2787967,6.38962069,32.85094334,0,0,6.93600568,76.73,14.88,UTC_BlockGroupPly_2020_302,{86D9CFCE-BE4B-42DE-89AA-0F4093ACFCC0},,0,0
25,11,001,001804,3,110010018043,Block Group 3,G5030,S,178996,0,+38.9643072,-077.0315509,276,44.23,44.23,12.51,28.29,8.28,18.72,9.3,21.02,23.44,52.99,5.98,13.52,1.27,2.88,1.56,3.52,5.33,12.04,0,0,0,0,12.51,28.29,7.61,17.21,10.46,23.64,2.84,6.43,0.65,1.48,21.26,48.07,20.61,46.59,0,0,0,0,11.03,24.93782501,1.48,3.35217499,11.22,25.36739769,1.29,2.92260231,10.99,24.84738865,1.52,3.44261135,8.28331071,6.4298798,32.56493728,0,0,7.13570169,71.71,23.64,UTC_BlockGroupPly_2020_276,{0B2CBC21-E025-4F51-95A0-D4B32D06038B},,0,0
26,11,001,001402,1,110010014021,Block Group 1,G5030,S,337376,0,+38.9630510,-077.0604877,425,83.37,83.37,49.78,59.71,12.13,14.55,9.47,11.36,21.46,25.75,7.36,8.82,0.14,0.17,0.88,1.06,3.62,4.34,0,0,0,0,49.78,59.71,12.09,14.51,13.14,15.76,1.05,1.26,0,0,20.45,24.53,20.45,24.53,0,0,0,0,49.45,59.31390188,0.33,0.39609812,42.01,50.38982848,7.77,9.32017152,53.5,64.17176442,-3.72,-4.46176442,4.35385071,1.25790481,30.61404014,0.06985495,15.063445,6.71336162,40.29,15.76,UTC_BlockGroupPly_2020_425,{0AFFC1C8-1201-49C4-9A92-E36CB7068C39},,0,0
27,11,001,001401,1,110010014011,Block Group 1,G5030,S,357424,0,+38.9632178,-077.0684718,423,88.32,88.32,51.57,58.39,10,11.33,12.87,14.57,26.74,30.28,7.26,8.22,1.66,1.88,1.1,1.24,3.85,4.36,0,0,0,0,51.57,58.39,9.96,11.27,12.75,14.44,2.8,3.17,0.01,0.01,24,27.17,23.99,27.16,0,0,0,0,47.78,54.09873188,3.79,4.29126812,38.85,43.98777174,12.72,14.40222826,54.08,61.23188406,-2.51,-2.84188406,3.19278701,3.16547813,30.68665903,0,13.62173506,6.66924773,41.61,14.44,UTC_BlockGroupPly_2020_423,{6FB66F2F-29A6-4A33-A197-A5D5CFC2B28D},,0,0
28,11,001,009505,1,110010095051,Block Group 1,G5030,S,171939,0,+38.9628486,-077.0020704,230,42.49,42.49,13.07,30.75,9.26,21.78,6.4,15.07,20.17,47.47,6.88,16.2,0.29,0.69,1.27,2.99,5.32,12.51,0,0,0,0,13.07,30.75,9.24,21.76,10.82,25.46,1.58,3.71,0,0,18.6,43.78,18.6,43.78,0,0,0,0,11.85,27.88891504,1.22,2.86108496,13.32,31.3485526,-0.25,-0.5985526,12.69,29.86585079,0.38,0.88414921,11.0427582,3.7093713,32.68598834,0.00099777,0,7.16714534,69.25,25.46,UTC_BlockGroupPly_2020_230,{AE0ADAB1-6DD5-4169-AB34-A9B23D373FCB},,0,0
29,11,001,001803,2,110010018032,Block Group 2,G5030,S,90402,0,+38.9638524,-077.0348731,274,22.34,22.34,7.5,33.59,3.83,17.13,4.28,19.16,11.01,49.28,3.11,13.92,1.47,6.6,0.85,3.82,1.29,5.78,0,0,0,0,7.5,33.59,3.82,17.08,6.15,27.52,2.33,10.44,0.01,0.03,8.69,38.89,8.68,38.86,0,0,0,0,8.45,37.82452999,-0.95,-4.23452999,9.29,41.58460161,-1.79,-7.99460161,8.69,38.89883617,-1.19,-5.30883617,12.85945406,10.43853701,31.50879203,0.03935847,3.37796657,7.34811654,66.41,27.52,UTC_BlockGroupPly_2020_274,{87582ABF-D7E9-4EB4-97D6-C2BFEA475CDA},,0,0
30,11,001,001100,2,110010011002,Block Group 2,G5030,S,470392,0,+38.9586810,-077.0812180,18,116.23,116.23,54.05,46.5,14.75,12.69,22.19,19.09,47.43,40.81,12.4,10.67,2.3,1.98,3.29,2.83,7.25,6.23,0,0,0,0,54.05,46.5,13.76,11.84,19.41,16.7,5.65,4.86,0.94,0.81,42.77,36.8,41.84,35.99,0,0,0,0,46.86,40.31661361,7.19,6.18338639,53.88,46.35636238,0.17,0.14363762,52.49,45.16045771,1.56,1.33954229,2.92085153,4.8649337,30.84679578,1.03392318,13.56967997,6.93009343,53.5,16.7,UTC_BlockGroupPly_2020_18,{24F58236-2903-4D12-89BB-4996F10B04F5},,0,0
31,11,001,001901,2,110010019012,Block Group 2,G5030,S,171266,0,+38.9638222,-077.0238487,301,42.32,42.32,9.77,23.08,7.09,16.75,8.5,20.07,25,59.08,6.58,15.54,1.63,3.85,1.56,3.7,6.74,15.92,0,0,0.46,1.09,9.77,23.08,5.27,12.45,8.48,20.04,3.21,7.59,1.8,4.26,24.07,56.88,21.81,51.53,0.46,1.09,0,0,7.45,17.60396975,2.32,5.47603025,9.67,22.84971645,0.1,0.23028355,7.66,18.10018904,2.11,4.97981096,4.14115553,7.58833067,33.05177205,3.42955543,0,7.19287154,76.92,20.04,UTC_BlockGroupPly_2020_301,{99F8C4AD-F9C5-4040-879B-7D744DBDA9B2},,0,0
32,11,001,001902,1,110010019021,Block Group 1,G5030,S,427039,0,+38.9613406,-077.0153943,305,105.52,105.52,42.38,40.16,22.28,21.11,14.94,14.15,40.86,38.72,11.98,11.35,0.91,0.86,2.49,2.36,10.54,9.99,0,0,0.01,0.01,42.38,40.16,20.85,19.76,24.28,23.01,3.43,3.25,1.4,1.33,38.86,36.82,37.45,35.49,0.01,0.01,0,0,36.98,35.04548901,5.4,5.11451099,47.93,45.42266869,-5.55,-5.26266869,42.79,40.55155421,-0.41,-0.39155421,7.04772735,3.25063476,32.87427254,2.26912603,6.04596945,7.23144164,59.84,23.01,UTC_BlockGroupPly_2020_305,{03370EE2-27C3-4423-B7DC-0A6A06194DE1},,0,0
33,11,001,002001,2,110010020012,Block Group 2,G5030,S,497387,1132,+38.9599365,-077.0375438,307,123.18,123.02,62.03,50.36,22.1,17.94,14.78,11.99,38.89,31.57,14.01,11.37,0.78,0.63,1.99,1.61,7.34,5.96,0.16,0.13239958,0,0,62.03,50.42,22.07,17.94,24.86,20.21,2.79,2.27,0,0,36.13,29.37,36.12,29.36,0,0,0.16,0.13,57.12,46.43147456,4.91,3.98852544,69.18,56.23475858,-7.15,-5.81475858,57.97,47.12241912,4.06,3.29758088,5.61233514,2.51906611,31.10444662,0.08864766,7.1737318,6.71148312,49.58,20.21,UTC_BlockGroupPly_2020_307,{66E4D014-4D4E-450B-9E05-8D8E264429EC},,0,0
34,11,001,009505,3,110010095053,Block Group 3,G5030,S,386773,0,+38.9585431,-077.0043202,231,95.57,95.57,30.61,32.03,14.35,15.01,16.74,17.51,50.61,52.96,14.51,15.18,3.87,4.05,2.85,2.98,12.64,13.23,0,0,0,0,30.61,32.03,14.33,15,21.07,22.04,6.73,7.05,0,0,43.89,45.92,43.89,45.92,0,0,0,0,28.65,29.97802658,1.96,2.05197342,33.01,34.54012766,-2.4,-2.51012766,31.37,32.82410798,-0.76,-0.79410798,8.63188975,7.04522225,33.0268052,0.15597064,4.74694808,7.37476222,67.97,22.04,UTC_BlockGroupPly_2020_231,{6BE04062-BB85-4786-A832-67885A60E178},,0,0
35,11,001,001901,1,110010019011,Block Group 1,G5030,S,235052,0,+38.9611005,-077.0233837,277,58.08,58.08,15.16,26.1,12.3,21.18,11.46,19.73,30.61,52.7,7.91,13.61,2,3.45,2.25,3.87,6.99,12.04,0,0,0,0.01,15.16,26.1,10.64,18.32,14.9,25.66,4.26,7.34,1.65,2.84,28.01,48.24,26.36,45.38,0,0.01,0,0,11.73,20.19628099,3.43,5.90371901,16.53,28.4607438,-1.37,-2.3607438,13.16,22.6584022,2,3.4415978,4.94463294,7.33870648,32.93238907,5.8017205,0,7.30817684,73.9,25.66,UTC_BlockGroupPly_2020_277,{72B96E5D-2A16-463C-A9F7-6B8819ABF215},,0,0
36,11,001,002001,1,110010020011,Block Group 1,G5030,S,135337,0,+38.9598694,-077.0318130,306,33.44,33.44,11.16,33.38,3.97,11.86,7.05,21.09,18.31,54.77,4.61,13.77,1.7,5.09,1.75,5.22,3.21,9.59,0,0,0,0,11.16,33.38,3.94,11.78,7.39,22.1,3.45,10.33,0.02,0.07,14.89,44.52,14.87,44.45,0,0,0,0,10.62,31.75837321,0.54,1.62162679,13.45,40.22129187,-2.29,-6.84129187,10.63,31.78827751,0.53,1.59172249,7.22871706,10.32782074,32.47696648,4.34810055,0,7.19116146,66.62,22.1,UTC_BlockGroupPly_2020_306,{4169F4AA-9AFB-48C0-9220-32AA8BEB6C0C},,0,0
37,11,001,001301,1,110010013011,Block Group 1,G5030,S,2095827,26550,+38.9519215,-077.0520508,481,524.44,522.24,461.3,87.96,28.16,5.37,11.91,2.27,32.77,6.25,10.78,2.06,2.6,0.5,0.97,0.19,6.51,1.24,2.2,0.41916018,0.01,0,461.3,88.33,26.86,5.14,30.46,5.83,3.6,0.69,1.27,0.24,30.48,5.84,29.2,5.59,0.01,0,2.2,0.42,456.58,87.42723652,4.72,0.90276348,462.66,88.59145221,-1.36,-0.26145221,469.88,89.97395833,-8.58,-1.64395833,0.55788927,0.80425486,28.56585655,0.00504755,5.03768809,5.29977724,11.67,5.83,UTC_BlockGroupPly_2020_481,{5E500F47-C5BB-440A-B42D-33DE8F638378},,0,0
